_CASE_KEY,SORTING,EVENTTIME,ACTIVITY_EN,Automation
73,588,3/9/18 9:26,Plan route,A
73,589,3/9/18 9:28,Departure pizza,B
73,590,3/9/18 9:33,Pizza arrives at customer,A
73,591,3/9/18 9:54,Payment customer,A
74,592,5/21/18 1:50,Start order website,B
74,593,5/21/18 2:03,Approve order website,A
74,594,5/21/18 2:03,Receive order website,A
74,595,5/21/18 2:06,Call Customer,A
74,596,5/21/18 2:06,Start baking pizza,A
74,597,5/21/18 2:06,Start preparing pizza,A
74,598,5/21/18 2:16,Baking pizza ready,A
74,599,5/21/18 2:18,Plan route,B
74,600,5/21/18 2:20,Departure pizza,A
74,601,5/21/18 2:23,Pizza arrives at customer,A
74,602,5/21/18 2:36,Payment customer,A
75,603,3/27/18 0:26,Order by phone,A
75,604,3/27/18 0:29,Call Customer,A
75,605,3/27/18 0:29,Start preparing pizza,A
75,606,3/27/18 0:31,Start preparing pizza,A
75,607,3/27/18 0:37,Start baking pizza,A
75,608,3/27/18 0:49,Baking pizza ready,B
75,609,3/27/18 0:50,Plan route,A
75,610,3/27/18 0:53,Departure pizza,A
75,611,3/27/18 1:02,Pizza arrives at customer,A
75,612,3/27/18 1:37,Payment customer,B
76,613,8/14/18 14:54,Order by phone,A
76,614,8/14/18 14:57,Start preparing pizza,B
76,615,8/14/18 15:00,Start baking pizza,A
76,616,8/14/18 15:11,Baking pizza ready,B
76,617,8/14/18 15:18,Start preparing pizza,A
76,618,8/14/18 15:23,Start baking pizza,A
76,619,8/14/18 15:26,Baking pizza ready,A
76,620,8/14/18 15:29,Departure pizza,B
76,621,8/14/18 15:29,Pizza arrives at customer,B
76,622,8/14/18 15:29,Plan route,A
76,623,8/14/18 15:41,Payment customer,B
77,624,4/24/18 3:15,Order by phone,A
77,625,4/24/18 3:16,Start baking pizza,A
77,626,4/24/18 3:16,Start preparing pizza,A
77,627,4/24/18 3:22,Baking pizza ready,B
77,628,4/24/18 3:23,Plan route,A
77,629,4/24/18 3:26,Departure pizza,B
77,630,4/24/18 3:27,Pizza arrives at customer,A
77,631,4/24/18 3:55,Payment customer,A
78,632,4/3/18 1:05,Start order website,B
78,633,4/3/18 1:10,Receive order website,A
78,634,4/3/18 1:10,Approve order website,A
78,635,4/3/18 1:16,Call Customer,A
78,636,4/3/18 1:20,Start preparing pizza,A
78,637,4/3/18 1:24,Start baking pizza,A
78,638,4/3/18 1:31,Baking pizza ready,A
78,639,4/3/18 1:34,Plan route,B
78,640,4/3/18 1:39,Departure pizza,A
78,641,4/3/18 1:43,Pizza arrives at customer,A
78,642,4/3/18 2:10,Payment customer,A
79,643,4/22/18 9:12,Order by phone,A
79,644,4/22/18 9:14,Start preparing pizza,A
79,645,4/22/18 9:18,Start baking pizza,A
79,646,4/22/18 9:27,Baking pizza ready,A
79,647,4/22/18 9:29,Plan route,A
79,648,4/22/18 9:34,Departure pizza,B
79,649,4/22/18 9:43,Pizza arrives at customer,A
79,650,4/22/18 10:16,Payment customer,A
80,651,4/14/18 23:12,Order by phone,A
80,652,4/14/18 23:13,Start preparing pizza,A
80,653,4/14/18 23:21,Call Customer,A
80,654,4/14/18 23:26,Start preparing pizza,A
80,655,4/14/18 23:27,Start baking pizza,B
80,656,4/14/18 23:39,Baking pizza ready,A
80,657,4/14/18 23:43,Plan route,A
80,658,4/14/18 23:48,Pizza arrives at customer,B
80,659,4/14/18 23:48,Departure pizza,B
80,660,4/14/18 23:54,Payment customer,A
81,661,2/12/18 21:12,Order by phone,B
81,662,2/12/18 21:14,Start preparing pizza,A
81,663,2/12/18 21:15,Start baking pizza,A
81,664,2/12/18 21:18,Baking pizza ready,A
81,665,2/12/18 21:18,Plan route,A
81,666,2/12/18 21:19,Departure pizza,B
81,667,2/12/18 21:20,Pizza arrives at customer,A
81,668,2/12/18 21:51,Payment customer,A
83,669,4/20/18 15:20,Start order website,A
83,670,4/20/18 15:29,Approve order website,A
83,671,4/20/18 15:30,Receive order website,A
83,672,4/20/18 15:33,Start preparing pizza,A
83,673,4/20/18 15:40,Start baking pizza,B
83,674,4/20/18 15:47,Start preparing pizza,A
83,675,4/20/18 15:51,Start baking pizza,A
83,676,4/20/18 16:04,Baking pizza ready,B
83,677,4/20/18 16:09,Plan route,A
83,678,4/20/18 16:12,Departure pizza,A
83,679,4/20/18 16:13,Pizza arrives at customer,A
83,680,4/20/18 16:42,Payment customer,A
84,681,6/20/18 15:48,Order by phone,B
84,682,6/20/18 15:50,Start preparing pizza,A
84,683,6/20/18 15:51,Start baking pizza,A
84,684,6/20/18 15:52,Baking pizza ready,B
84,685,6/20/18 15:57,Plan route,A
84,686,6/20/18 15:57,Departure pizza,A
84,687,6/20/18 15:58,Pizza arrives at customer,A
84,688,6/20/18 16:19,Payment customer,A
85,689,6/5/18 17:33,Start order website,B
85,690,6/5/18 17:34,Approve order website,A
85,691,6/5/18 17:35,Receive order website,A
85,692,6/5/18 17:38,Call Customer,A
85,693,6/5/18 17:41,Start baking pizza,B
85,694,6/5/18 17:41,Start preparing pizza,A
85,695,6/5/18 17:51,Baking pizza ready,A
85,696,6/5/18 17:55,Plan route,A
85,697,6/5/18 17:59,Departure pizza,A
85,698,6/5/18 18:08,Pizza arrives at customer,B
85,699,6/5/18 18:25,Payment customer,A
86,700,4/12/18 17:40,Order by phone,A
86,701,4/12/18 17:41,Start baking pizza,A
86,702,4/12/18 17:41,Start preparing pizza,A
86,703,4/12/18 17:47,Baking pizza ready,A
86,704,4/12/18 17:49,Start preparing pizza,A
86,705,4/12/18 17:50,Start baking pizza,A
86,706,4/12/18 18:01,Baking pizza ready,A
86,707,4/12/18 18:08,Plan route,A
86,708,4/12/18 18:10,Departure pizza,A
86,709,4/12/18 18:10,Pizza arrives at customer,A
86,710,4/12/18 18:42,Payment customer,B
87,711,3/16/18 16:57,Order by phone,A
87,712,3/16/18 16:57,Start baking pizza,A
87,713,3/16/18 16:57,Start preparing pizza,A
87,714,3/16/18 16:59,Baking pizza ready,B
87,715,3/16/18 17:01,Plan route,A
87,716,3/16/18 17:05,Departure pizza,A
87,717,3/16/18 17:11,Pizza arrives at customer,A
87,718,3/16/18 17:41,Payment customer,A
88,719,5/1/18 18:03,Order by phone,B
88,720,5/1/18 18:06,Start preparing pizza,B
88,721,5/1/18 18:09,Start baking pizza,A
88,722,5/1/18 18:14,Baking pizza ready,A
88,723,5/1/18 18:21,Start preparing pizza,B
88,724,5/1/18 18:28,Start baking pizza,A
88,725,5/1/18 18:41,Baking pizza ready,A
88,726,5/1/18 18:46,Plan route,A
88,727,5/1/18 18:49,Departure pizza,B
88,728,5/1/18 18:57,Pizza arrives at customer,A
88,729,5/1/18 19:26,Payment customer,A
89,730,4/28/18 0:19,Order at the counter (shop),A
89,731,4/28/18 0:22,Start preparing pizza,A
89,732,4/28/18 0:24,Start baking pizza,B
89,733,4/28/18 0:25,Baking pizza ready,A
89,734,4/28/18 0:26,Payment customer,B
90,735,4/23/18 22:09,Start order website,A
90,736,4/23/18 22:09,Approve order website,B
90,737,4/23/18 22:10,Receive order website,A
90,738,4/23/18 22:12,Call Customer,B
90,739,4/23/18 22:15,Start preparing pizza,A
90,740,4/23/18 22:22,Start baking pizza,A
90,741,4/23/18 22:29,Baking pizza ready,A
90,742,4/23/18 22:33,Departure pizza,A
90,743,4/23/18 22:33,Plan route,A
90,744,4/23/18 22:33,Pizza arrives at customer,B
90,745,4/23/18 22:48,Payment customer,A
91,746,2/4/18 3:52,Order by phone,A
91,747,2/4/18 3:53,Start preparing pizza,A
91,748,2/4/18 4:00,Start baking pizza,A
91,749,2/4/18 4:04,Baking pizza ready,B
91,750,2/4/18 4:06,Plan route,A
91,751,2/4/18 4:08,Departure pizza,B
91,752,2/4/18 4:16,Pizza arrives at customer,B
91,753,2/4/18 4:52,Payment customer,B
92,754,3/11/18 5:57,Order by phone,A
92,755,3/11/18 5:59,Start preparing pizza,A
92,756,3/11/18 6:05,Call Customer,A
92,757,3/11/18 6:11,Start baking pizza,A
92,758,3/11/18 6:11,Start preparing pizza,A
92,759,3/11/18 6:16,Baking pizza ready,B
92,760,3/11/18 6:18,Plan route,A
92,761,3/11/18 6:20,Departure pizza,B
92,762,3/11/18 6:26,Pizza arrives at customer,A
92,763,3/11/18 7:01,Payment customer,A
93,764,6/28/18 0:25,Start preparing pizza,A
93,765,6/28/18 0:25,Order by phone,A
93,766,6/28/18 0:27,Start baking pizza,A
93,767,6/28/18 0:41,Baking pizza ready,A
93,768,6/28/18 0:42,Start preparing pizza,A
93,769,6/28/18 0:43,Start baking pizza,A
93,770,6/28/18 0:52,Baking pizza ready,A
93,771,6/28/18 0:59,Plan route,A
93,772,6/28/18 0:59,Departure pizza,A
93,773,6/28/18 1:02,Pizza arrives at customer,A
93,774,6/28/18 1:06,Payment customer,B
94,775,6/4/18 16:32,Start order website,B
94,776,6/4/18 16:45,Receive order website,B
94,777,6/4/18 16:45,Approve order website,A
94,778,6/4/18 16:51,Call Customer,A
94,779,6/4/18 16:56,Start preparing pizza,A
94,780,6/4/18 17:03,Start baking pizza,A
94,781,6/4/18 17:08,Baking pizza ready,A
94,782,6/4/18 17:12,Plan route,A
94,783,6/4/18 17:17,Departure pizza,A
94,784,6/4/18 17:26,Pizza arrives at customer,B
94,785,6/4/18 17:40,Payment customer,A
95,786,5/1/18 3:57,Order at the counter (shop),A
95,787,5/1/18 4:00,Start preparing pizza,A
95,788,5/1/18 4:04,Start baking pizza,A
95,789,5/1/18 4:14,Baking pizza ready,A
95,790,5/1/18 4:14,Payment customer,B
96,791,5/3/18 0:37,Order by phone,A
96,792,5/3/18 0:40,Start preparing pizza,A
96,793,5/3/18 0:43,Start baking pizza,B
96,794,5/3/18 0:53,Baking pizza ready,B
96,795,5/3/18 0:56,Plan route,B
96,796,5/3/18 0:58,Pizza arrives at customer,B
96,797,5/3/18 0:58,Departure pizza,B
96,798,5/3/18 1:33,Payment customer,A
97,799,4/10/18 13:59,Order by phone,A
97,800,4/10/18 14:01,Start preparing pizza,A
97,801,4/10/18 14:06,Call Customer,A
97,802,4/10/18 14:08,Start preparing pizza,A
97,803,4/10/18 14:14,Start baking pizza,A
97,804,4/10/18 14:27,Baking pizza ready,A
97,805,4/10/18 14:30,Plan route,A
97,806,4/10/18 14:34,Departure pizza,A
97,807,4/10/18 14:41,Pizza arrives at customer,A
97,808,4/10/18 15:01,Payment customer,A
98,809,6/16/18 18:02,Start order website,A
98,810,6/16/18 18:09,Approve order website,A
98,811,6/16/18 18:10,Receive order website,A
98,812,6/16/18 18:19,Call Customer,B
98,813,6/16/18 18:25,Start preparing pizza,A
98,814,6/16/18 18:27,Start baking pizza,A
98,815,6/16/18 18:28,Plan route,A
98,816,6/16/18 18:28,Baking pizza ready,B
98,817,6/16/18 18:33,Departure pizza,A
98,818,6/16/18 18:38,Pizza arrives at customer,A
98,819,6/16/18 19:05,Payment customer,A
99,820,5/6/18 11:11,Order by phone,A
99,821,5/6/18 11:13,Start preparing pizza,A
99,822,5/6/18 11:17,Start baking pizza,A
99,823,5/6/18 11:25,Baking pizza ready,B
99,824,5/6/18 11:29,Plan route,A
99,825,5/6/18 11:32,Departure pizza,A
99,826,5/6/18 11:37,Pizza arrives at customer,A
99,827,5/6/18 11:49,Payment customer,A
100,828,4/9/18 13:15,Approve order website,A
100,829,4/9/18 13:15,Receive order website,A
100,830,4/9/18 13:15,Start order website,A
100,831,4/9/18 13:18,Payment via credit card,A
100,832,4/9/18 13:23,Start preparing pizza,A
100,833,4/9/18 13:27,Start baking pizza,A
100,834,4/9/18 13:29,Baking pizza ready,A
100,835,4/9/18 13:33,Plan route,A
100,836,4/9/18 13:33,Departure pizza,A
100,837,4/9/18 13:41,Pizza arrives at customer,A
100,838,4/9/18 13:48,Pizza received,B
101,839,2/27/18 20:25,Order by phone,A
101,840,2/27/18 20:27,Start preparing pizza,A
101,841,2/27/18 20:35,Call Customer,A
101,842,2/27/18 20:39,Start preparing pizza,A
101,843,2/27/18 20:43,Start baking pizza,A
101,844,2/27/18 20:46,Baking pizza ready,A
101,845,2/27/18 20:51,Plan route,A
101,846,2/27/18 20:55,Departure pizza,B
101,847,2/27/18 20:57,Pizza arrives at customer,B
101,848,2/27/18 21:11,Payment customer,B
102,849,3/31/18 2:23,Order by phone,B
102,850,3/31/18 2:24,Start preparing pizza,A
102,851,3/31/18 2:27,Start baking pizza,A
102,852,3/31/18 2:28,Baking pizza ready,B
102,853,3/31/18 2:33,Plan route,A
102,854,3/31/18 2:36,Departure pizza,B
102,855,3/31/18 2:38,Pizza arrives at customer,B
102,856,3/31/18 2:57,Payment customer,A
103,857,7/21/18 9:02,Start order website,A
103,858,7/21/18 9:05,Receive order website,A
103,859,7/21/18 9:05,Approve order website,A
103,860,7/21/18 9:06,Start preparing pizza,B
103,861,7/21/18 9:13,Start baking pizza,A
103,862,7/21/18 9:26,Start preparing pizza,A
103,863,7/21/18 9:33,Start baking pizza,A
103,864,7/21/18 9:36,Baking pizza ready,B
103,865,7/21/18 9:41,Plan route,B
103,866,7/21/18 9:43,Departure pizza,A
103,867,7/21/18 9:51,Pizza arrives at customer,A
103,868,7/21/18 10:19,Payment customer,A
104,869,4/7/18 17:52,Order by phone,A
104,870,4/7/18 17:54,Start preparing pizza,A
104,871,4/7/18 17:59,Start baking pizza,B
104,872,4/7/18 18:03,Baking pizza ready,A
104,873,4/7/18 18:03,Start preparing pizza,A
104,874,4/7/18 18:04,Start baking pizza,A
104,875,4/7/18 18:15,Baking pizza ready,A
104,876,4/7/18 18:18,Plan route,A
104,877,4/7/18 18:23,Departure pizza,A
104,878,4/7/18 18:23,Pizza arrives at customer,B
104,879,4/7/18 18:49,Payment customer,A
105,880,1/30/18 23:28,Order at the counter (shop),A
105,881,1/30/18 23:30,Start preparing pizza,A
105,882,1/30/18 23:30,Start baking pizza,A
105,883,1/30/18 23:41,Baking pizza ready,A
105,884,1/30/18 23:42,Payment customer,A
106,885,3/15/18 8:23,Order by phone,A
106,886,3/15/18 8:25,Start preparing pizza,A
106,887,3/15/18 8:27,Start baking pizza,B
106,888,3/15/18 8:32,Baking pizza ready,B
106,889,3/15/18 8:36,Plan route,A
106,890,3/15/18 8:39,Departure pizza,A
106,891,3/15/18 8:46,Pizza arrives at customer,A
106,892,3/15/18 8:53,Payment customer,B
107,893,5/21/18 21:06,Start order website,A
107,894,5/21/18 21:12,Approve order website,A
107,895,5/21/18 21:12,Receive order website,A
107,896,5/21/18 21:18,Call Customer,A
107,897,5/21/18 21:22,Start preparing pizza,A
107,898,5/21/18 21:28,Start baking pizza,A
107,899,5/21/18 21:36,Baking pizza ready,A
107,900,5/21/18 21:41,Plan route,B
107,901,5/21/18 21:42,Departure pizza,B
107,902,5/21/18 21:43,Pizza arrives at customer,B
107,903,5/21/18 21:52,Payment customer,A
108,904,5/16/18 1:28,Order by phone,A
108,905,5/16/18 1:29,Start preparing pizza,A
108,906,5/16/18 1:32,Call Customer,A
108,907,5/16/18 1:39,Start preparing pizza,A
108,908,5/16/18 1:40,Start baking pizza,A
108,909,5/16/18 1:50,Baking pizza ready,A
108,910,5/16/18 1:53,Plan route,A
108,911,5/16/18 1:58,Departure pizza,A
108,912,5/16/18 2:02,Pizza arrives at customer,B
108,913,5/16/18 2:30,Payment customer,A
109,914,4/11/18 21:06,Order by phone,A
109,915,4/11/18 21:07,Start preparing pizza,A
109,916,4/11/18 21:11,Call Customer,A
109,917,4/11/18 21:12,Start preparing pizza,A
109,918,4/11/18 21:16,Start baking pizza,A
109,919,4/11/18 21:18,Baking pizza ready,A
109,920,4/11/18 21:20,Plan route,A
109,921,4/11/18 21:22,Departure pizza,A
109,922,4/11/18 21:25,Pizza arrives at customer,B
109,923,4/11/18 21:59,Payment customer,B
110,924,6/27/18 13:20,Order by phone,A
110,925,6/27/18 13:21,Start preparing pizza,A
110,926,6/27/18 13:24,Start baking pizza,A
110,927,6/27/18 13:36,Baking pizza ready,A
110,928,6/27/18 13:39,Plan route,A
110,929,6/27/18 13:44,Departure pizza,B
110,930,6/27/18 13:46,Pizza arrives at customer,A
110,931,6/27/18 13:55,Payment customer,A
111,932,2/12/18 3:05,Order by phone,A
111,933,2/12/18 3:07,Start preparing pizza,A
111,934,2/12/18 3:08,Start baking pizza,A
111,935,2/12/18 3:11,Start preparing pizza,A
111,936,2/12/18 3:11,Baking pizza ready,A
111,937,2/12/18 3:16,Start baking pizza,A
111,938,2/12/18 3:18,Baking pizza ready,A
111,939,2/12/18 3:22,Plan route,A
111,940,2/12/18 3:24,Departure pizza,A
111,941,2/12/18 3:28,Pizza arrives at customer,A
111,942,2/12/18 3:59,Payment customer,A
112,943,3/25/18 13:55,Start order website,A
112,944,3/25/18 14:04,Approve order website,A
112,945,3/25/18 14:05,Receive order website,A
112,946,3/25/18 14:10,Payment via credit card,A
112,947,3/25/18 14:17,Start preparing pizza,B
112,948,3/25/18 14:24,Baking pizza ready,A
112,949,3/25/18 14:24,Start baking pizza,A
112,950,3/25/18 14:27,Plan route,A
112,951,3/25/18 14:29,Departure pizza,A
112,952,3/25/18 14:37,Pizza arrives at customer,B
112,953,3/25/18 14:42,Pizza received,A
113,954,5/25/18 3:19,Order at the counter (shop),A
113,955,5/25/18 3:20,Start preparing pizza,B
113,956,5/25/18 3:21,Start baking pizza,A
113,957,5/25/18 3:26,Baking pizza ready,A
113,958,5/25/18 3:27,Payment customer,A
114,959,6/9/18 8:36,Order at the counter (shop),A
114,960,6/9/18 8:37,Start preparing pizza,A
114,961,6/9/18 8:41,Start baking pizza,A
114,962,6/9/18 8:42,Baking pizza ready,A
114,963,6/9/18 8:43,Payment customer,A
115,964,2/18/18 22:09,Approve order website,A
115,965,2/18/18 22:09,Start order website,B
115,966,2/18/18 22:09,Receive order website,A
115,967,2/18/18 22:13,Payment via credit card,A
115,968,2/18/18 22:14,Call Customer,A
115,969,2/18/18 22:17,Start preparing pizza,A
115,970,2/18/18 22:19,Start baking pizza,A
116,971,4/7/18 1:02,Start order website,A
116,972,4/7/18 1:07,Approve order website,A
116,973,4/7/18 1:08,Receive order website,B
116,974,4/7/18 1:16,Call Customer,B
116,975,4/7/18 1:18,Start preparing pizza,A
116,976,4/7/18 1:24,Start baking pizza,B
116,977,4/7/18 1:37,Baking pizza ready,A
116,978,4/7/18 1:38,Plan route,B
116,979,4/7/18 1:39,Departure pizza,B
116,980,4/7/18 1:43,Pizza arrives at customer,A
116,981,4/7/18 1:54,Payment customer,A
117,982,3/31/18 8:06,Order by phone,A
117,983,3/31/18 8:09,Start preparing pizza,A
117,984,3/31/18 8:15,Start baking pizza,B
117,985,3/31/18 8:29,Baking pizza ready,B
117,986,3/31/18 8:31,Start preparing pizza,B
117,987,3/31/18 8:38,Start baking pizza,B
117,988,3/31/18 8:44,Baking pizza ready,A
117,989,3/31/18 8:45,Plan route,A
117,990,3/31/18 8:48,Departure pizza,A
117,991,3/31/18 8:55,Pizza arrives at customer,A
117,992,3/31/18 9:18,Payment customer,B
118,993,3/21/18 21:01,Order at the counter (shop),A
118,994,3/21/18 21:01,Start preparing pizza,A
118,995,3/21/18 21:03,Start baking pizza,A
118,996,3/21/18 21:09,Baking pizza ready,A
118,997,3/21/18 21:10,Payment customer,B
119,998,6/13/18 9:20,Order by phone,B
119,999,6/13/18 9:23,Start preparing pizza,A
119,1000,6/13/18 9:23,Call Customer,A
119,1001,6/13/18 9:30,Start preparing pizza,A
119,1002,6/13/18 9:35,Start baking pizza,B
119,1003,6/13/18 9:42,Baking pizza ready,A
119,1004,6/13/18 9:42,Plan route,A
119,1005,6/13/18 9:44,Departure pizza,A
119,1006,6/13/18 9:49,Pizza arrives at customer,A
119,1007,6/13/18 10:04,Payment customer,A
120,1008,3/22/18 21:33,Start order website,B
120,1009,3/22/18 21:35,Receive order website,A
120,1010,3/22/18 21:35,Approve order website,A
120,1011,3/22/18 21:37,Payment via credit card,A
120,1012,3/22/18 21:41,Call Customer,B
120,1013,3/22/18 21:43,Start baking pizza,A
120,1014,3/22/18 21:43,Start preparing pizza,B
121,1015,3/10/18 18:18,Order by phone,A
121,1016,3/10/18 18:20,Start preparing pizza,B
121,1017,3/10/18 18:23,Start baking pizza,A
121,1018,3/10/18 18:24,Baking pizza ready,A
121,1019,3/10/18 18:28,Start preparing pizza,A
121,1020,3/10/18 18:33,Start baking pizza,A
121,1021,3/10/18 18:37,Baking pizza ready,A
121,1022,3/10/18 18:37,Plan route,A
121,1023,3/10/18 18:38,Departure pizza,B
121,1024,3/10/18 18:41,Pizza arrives at customer,A
121,1025,3/10/18 19:17,Payment customer,A
122,1026,5/1/18 4:56,Order by phone,B
122,1027,5/1/18 4:57,Start preparing pizza,A
122,1028,5/1/18 5:03,Start baking pizza,A
122,1029,5/1/18 5:09,Baking pizza ready,A
122,1030,5/1/18 5:11,Plan route,A
122,1031,5/1/18 5:14,Departure pizza,A
122,1032,5/1/18 5:20,Pizza arrives at customer,A
122,1033,5/1/18 5:37,Payment customer,A
123,1034,3/25/18 17:10,Order by phone,A
123,1035,3/25/18 17:11,Start preparing pizza,A
123,1036,3/25/18 17:15,Start baking pizza,A
123,1037,3/25/18 17:20,Baking pizza ready,B
123,1038,3/25/18 17:23,Plan route,A
123,1039,3/25/18 17:28,Pizza arrives at customer,A
123,1040,3/25/18 17:28,Departure pizza,A
123,1041,3/25/18 17:42,Payment customer,A
125,1042,3/17/18 15:45,Order by phone,A
125,1043,3/17/18 15:46,Start preparing pizza,A
125,1044,3/17/18 15:50,Call Customer,A
125,1045,3/17/18 15:54,Start preparing pizza,A
125,1046,3/17/18 15:57,Start baking pizza,B
125,1047,3/17/18 16:07,Baking pizza ready,B
125,1048,3/17/18 16:08,Plan route,A
125,1049,3/17/18 16:10,Pizza arrives at customer,A
125,1050,3/17/18 16:10,Departure pizza,A
125,1051,3/17/18 16:34,Payment customer,B
126,1052,2/17/18 19:58,Order at the counter (shop),A
126,1053,2/17/18 20:00,Start preparing pizza,A
126,1054,2/17/18 20:01,Start baking pizza,A
126,1055,2/17/18 20:02,Baking pizza ready,A
126,1056,2/17/18 20:03,Payment customer,A
127,1057,4/30/18 0:33,Start order website,A
127,1058,4/30/18 0:43,Receive order website,A
127,1059,4/30/18 0:43,Approve order website,A
127,1060,4/30/18 0:45,Call Customer,A
127,1061,4/30/18 0:49,Start preparing pizza,A
127,1062,4/30/18 0:50,Baking pizza ready,A
127,1063,4/30/18 0:50,Start baking pizza,A
127,1064,4/30/18 0:51,Plan route,A
127,1065,4/30/18 0:51,Departure pizza,A
